School_Name,Address,City_Town,Postal_Code,School_Board,School_ID,Breakfast,Lunch,Snack
Cardinal Ambrozic Catholic Secondary School,10 Castle Oaks Crossing,Brampton,L6P3A2,Dufferin-Peel CDSB,749813,Yes,,
Cardinal Newman Catholic School,698 Balmoral Dr,Brampton,L6T1Z1,Dufferin-Peel CDSB,723967,Yes,,
Castlebrooke Secondary School,10 Gardenbrooke Trail,Brampton,L6P3L1,Peel DSB,918407,Yes,,
Castlemore Public School,9916 The Gore,Brampton,L6P0A7,Peel DSB,88340,Yes,,
Centennial Senior Public School,50 Ladore Dr,Brampton,L6Y1V5,Peel DSB,501875,Yes,,
Central Peel Secondary School,32 Kennedy Rd N,Brampton,L6V1X4,Peel DSB,899828,Yes,,
Cherrytree Public School,155 Cherrytree Dr,Brampton,L6Y3M9,Peel DSB,89028,Yes,,
Cheyne Middle School,236 Queen Mary Dr,Brampton,L7A3L3,Peel DSB,94757,Yes,,
Chinguacousy Secondary School,1370 WILLIAMS PKY,Brampton,L6S1V3,Peel DSB,901342,Yes,,
Clark Boulevard Public School,201 Clark Blvd,Brampton,L6T2C9,Peel DSB,108626,Yes,,
Conestoga Public School,300 Conestoga Dr,Brampton,L6Z3M1,Peel DSB,237787,Yes,,
Countryside Village Public School,12175 Bramalea Road,Brampton,L7C2P9,Peel DSB,587234,Yes,,
David Suzuki Secondary School,45 Daviselm Drive,Brampton,L6X0Z3,Peel DSB,909673,Yes,,
Dolson Public School,..,Brampton,L7A3Y4,..,…,Yes,,
Dorset Drive Public School,100 Dorset Dr,Brampton,L6T2Y9,Peel DSB,142832,Yes,,
Earnscliffe Senior Public School,50 Earnscliffe Circle,Brampton,L6T2B2,Peel DSB,158313,Yes,,
Eastbourne Drive Public School,702 Balmoral Dr,Brampton,L6T1X3,Peel DSB,163449,Yes,,
Ecole secondaire Jeunes sans frontieres,7585 Financial promenade,Brampton,L6Y5P4,CS Viamonde,907642,Yes,,
Eldorado Public School,25 Wardsville Drive,Brampton,L6Y0T7,Peel DSB,426375,Yes,,
Fairlawn Public School,40 Fairlawn Blvd,Brampton,L6P2X4,Peel DSB,588552,Yes,,
Fairlawn Public School,40 Fairlawn Blvd,Brampton,L6P2X4,Peel DSB,588552,Yes,,
Fallingdale Public School,510 Clark Blvd,Brampton,L6T2E4,Peel DSB,193070,Yes,,
Father C. W. Sullivan School ,62 Seaborn Rd,Brampton,L6V2C1,Dufferin-Peel CDSB,696307,Yes,,
Father Francis McSpiritt Catholic Elementary School,55 Lexington Road,Brampton,L6P2B1,Dufferin-Peel CDSB,730441,Yes,,
Fletcher's Meadow Secondary School,10750 Chinguacousy Rd,Brampton,L7A2Z7,Peel DSB,910058,Yes,,
Fletcher's Meadow Secondary School,10750 Chinguacousy Rd,Brampton,L7A2Z7,Peel DSB,910058,Yes,,
Folkstone Public School,104 Folkstone Cres,Brampton,L6T3M5,Peel DSB,201073,Yes,,
Georges Vanier Catholic School ,28 Finchgate Blvd,Brampton,L6T3H9,Dufferin-Peel CDSB,708038,Yes,,
Goldcrest Public School,24 Goldcrest Rd,Brampton,L6S1G3,Peel DSB,221538,Yes,,
Gordon Graydon Senior Public School,170 Rutherford Rd N,Brampton,L6V2X9,Peel DSB,494577,Yes,,
Great Lakes Public School,285 Great Lakes Drive,Brampton,L6R2R8,Peel DSB,228940,Yes,,
Greenbriar Midddle School,1140 CENTRAL PARK DR,Brampton,L6S2C9,Peel DSB,229377,Yes,,
Grenoble Public School,33 GREENBRIAR RD,Brampton,L6S1V8,Peel DSB,230774,Yes,,
Harold F. Loughin Public School,39 Herkley Dr,Brampton,L6V2E7,Peel DSB,253464,Yes,,
Heart Lake Secondary School,296 Conestoga Dr,Brampton,L6Z3M1,Peel DSB,916269,Yes,,
Helen Wilson Public School,9 Abbey Rd,Brampton,L6W2T7,Peel DSB,252530,Yes,,
Hewson Public School,235 Father Tobin Road,Brampton,L6R0G2,Peel DSB,118827,Yes,,
Hickory Wood Public School,630 Ray Lawson Blvd,Brampton,L6Y4W8,Peel DSB,254550,Yes,,
Hilldale Public School,100 Hilldale Cres,Brampton,L6S2N3,Peel DSB,258148,Yes,,
Homestead Public School,99 Fletcher's Creek Blvd,Brampton,L6X4T7,Peel DSB,263397,Yes,,
Huttonville Public School,2322 Embleton Rd,Brampton,L6X0C9,Peel DSB,274763,Yes,,
James Grieve Public School,12175 Bramalea Road,Brampton,L7C2P9,Peel DSB,587234,Yes,,
Jefferson Public School,48 Jefferson Rd,Brampton,L6S2N9,Peel DSB,282375,Yes,,
Judith Nyman Secondary School,1305 WILLIAMS PKY,Brampton,L6S3J8,Peel DSB,930679,Yes,,
Judith Nyman Secondary School,1305 WILLIAMS PKY,Brampton,L6S3J8,Peel DSB,930679,Yes,,
Kingswood Dr. Public School,235 Kingswood Dr,Brampton,L6V3B3,Peel DSB,297682,Yes,,
Louise Arbour Secondary School,365 Father Tobin Road,Brampton,L6R0R4,Peel DSB,904203,Yes,,
Madoc Drive Public School,49 Madoc Dr,Brampton,L6V2A1,Peel DSB,328448,Yes,,
Massey Street Public School,95 Massey St,Brampton,L6S3A3,Peel DSB,329215,Yes,,
McCrimmon Middle School,83 McCrimmon Dr,Brampton,L7A2Z3,Peel DSB,329690,Yes,,
McHugh Public School,31 Craig St,Brampton,L6Y1J2,Peel DSB,351857,Yes,,
McHugh Public School,31 Craig St,Brampton,L6Y1J2,Peel DSB,351857,Yes,,
Morton Way Public School,200 Morton Way,Brampton,L6Y2P8,Peel DSB,332933,Yes,,
Mountain Ash Public School,280 Mountainash Rd,Brampton,L6R3G2,Peel DSB,372978,Yes,,
Nelson Mandela Public School,10125 Chinguacousy Road,Brampton,L7A3Z6,Peel DSB,212749,Yes,,
North Park Secondary School,10 North Park Dr,Brampton,L6S3M1,Peel DSB,930660,Yes,,
Notre Dame Secondary School     ,2 Notre Dame Ave,Brampton,L6Z4L5,Dufferin-Peel CDSB,690694,Yes,,
Our Lady of Fatima,39 Sunset Blvd,Brampton,L6X1X1,Dufferin-Peel CDSB,742171,Yes,,
Pauline Vanier Catholic Elementary School ,56 Oaklea Blvd,Brampton,L6Y4G5,Dufferin-Peel CDSB,750042,Yes,,
Peel Alternative School - Fresh Start Expulsion,..,Brampton,L6W2L4,..,…,Yes,,
Peel Alternative School - Fresh Start Suspension,..,Brampton,L6Y4M3,..,…,Yes,,
Peel Alternative School - North,315 BARTLEY BULL PKY,Brampton,L6W2L4,Peel DSB,918210,Yes,,
Queen St. Public School,20 Academic Dr,Brampton,L6Y0R7,Peel DSB,465232,Yes,,
Ridgeview Public School,25 Brenda Ave,Brampton,L6Y2A1,Peel DSB,484580,Yes,,
Rowntree Public School              ,254 Queen Mary Dr,Brampton,L7A3L6,Peel DSB,330632,Yes,,
Royal Orchard Middle School,77 Royal Orchard Dr,Brampton,L6X4M4,Peel DSB,494275,Yes,,
Sandalwood Heights Secondary School,2671 Sandalwood Pkwy E,Brampton,L6R0K7,Peel DSB,939596,Yes,,
Shaw grant increase,10 Father Tobin Rd,Brampton,L6R3K2,Peel DSB,156880,Yes,,
Shaw Public School,10 Father Tobin Rd,Brampton,L6R3K2,Peel DSB,156880,Yes,,
Sir John A. Macdonald Sr. Public School,250 Centre St N,Brampton,L6V2R4,Peel DSB,514900,Yes,,
Sir Wilfrid Laurier Public School ,364 BARTLEY BULL PKY,Brampton,L6W2L8,Peel DSB,516210,Yes,,
Sir Wilfrid Laurier Public School ,364 BARTLEY BULL PKY,Brampton,L6W2L8,Peel DSB,516210,Yes,,
Sir Winston Churchill Public School,89 Ardglen Dr,Brampton,L6W1V1,Peel DSB,516430,Yes,,
Somerset Drive Public School,50 Somerset Dr,Brampton,L6Z1C7,Peel DSB,518042,Yes,,
Springdale Public School,100 Dewside Dr,Brampton,L6R3B6,Peel DSB,527971,Yes,,
St. Anne Elementary School,124 Vodden St,Brampton,L6V1M5,Dufferin-Peel CDSB,771759,Yes,,
St. Anne Elementary School,124 Vodden St,Brampton,L6V1M5,Dufferin-Peel CDSB,771759,Yes,,
St. Anthony Elementary School,950 North Park Dr,Brampton,L6S3L5,Dufferin-Peel CDSB,773530,Yes,,
St. Augustine Secondary School,27 Drinkwater Rd,Brampton,L6Y4T6,Dufferin-Peel CDSB,775606,Yes,,
St. Edmund Campion Secondary School,275 Brisdale Drive,Brampton,L7A3C7,Dufferin-Peel CDSB,788511,Yes,,
St. Joachim Elementary School,435 Rutherford Rd N,Brampton,L6V3V9,Dufferin-Peel CDSB,801178,Yes,,
St. John Fisher Elementary School,330 Balmoral Dr,Brampton,L6T1V6,Dufferin-Peel CDSB,803502,Yes,,
St. Kevin Separate School,103 Malta Ave,Brampton,L6Y4C8,Dufferin-Peel CDSB,816906,Yes,,
St. Leonard Elementary School,185 Conestoga Dr,Brampton,L6Z2Z7,Dufferin-Peel CDSB,818500,Yes,,
St. Marguerite d'Youville Secondary School  ,10815 Dixie Rd,Brampton,L6R2W5,Dufferin-Peel CDSB,822655,Yes,,
St. Mary Elementary School,66 Main St S,Brampton,L6W2C6,Dufferin-Peel CDSB,824950,Yes,,
St. Roch Catholic Secondary School,200 Valleyway Drive,Brampton,L6X0N3,Dufferin-Peel CDSB,784979,Yes,,
St. Thomas Aquinas Secondary School,25 Corporation Dr,Brampton,L6S6A2,Dufferin-Peel CDSB,854530,Yes,,
St. Thomas Aquinas Secondary School,25 Corporation Dr,Brampton,L6S6A2,Dufferin-Peel CDSB,854530,Yes,,
Stanley Mills Public School,286 SUNNY MEADOW BLVD,Brampton,L6R3C3,Peel DSB,24650,Yes,,
Sunny View Middle School,30 Chapparal Dr,Brampton,L6R3C4,Peel DSB,536733,Yes,,
Turner Fenton Secondary School,7935 Kennedy Rd S RR 10,Brampton,L6V3N2,Peel DSB,918440,Yes,,
United Achievers Non Profit Housing,..,Brampton,L6Y4W3,..,…,Yes,,
William G Davis Senior  Public School ,491 BARTLEY BULL PKY,Brampton,L6W2M7,Peel DSB,505790,Yes,,
William G Davis Senior Public School ,491 BARTLEY BULL PKY,Brampton,L6W2M7,Peel DSB,505790,Yes,,
Williams Parkway Senior Public School,1285 WILLIAMS PKY,Brampton,L6S3J8,Peel DSB,614238,Yes,,
Worthington Public School,71 Worthington Ave,Brampton,L7A1N9,Peel DSB,619981,Yes,,
Agnes G. Hodge Public School,52 Clench Ave,Brantford,N3T1B6,Grand Erie DSB,4758,,,Yes
Arts After School Kids (AASK),..,Brantford,N3T6K4,..,…,,,Yes
Assumption College,257 Shellard Lane,Brantford,N3T5L5,Brant Haldimand Norfolk CDSB,688088,Yes,,
Banbury Heights,141 Banbury Rd,Brantford,N3P1E3,Grand Erie DSB,31739,,,Yes
BCI,110 Shetland Street,Brantford,N3T3H3,Grand Erie DSB,75604,Yes,,
Bellview Public School,1347 Hutchinson Rd RR 8,Brantford,N3S1G5,Grand Erie DSB,19224,Yes,,
Boys and Girls Club of Brantford,..,Brantford,N3T6H1,..,…,,,Yes
Branlyn Community School,238 Brantwood Park Rd,Brantford,N3P1N9,Grand Erie DSB,34339,Yes,,
Brantford Parks & Recreation After School Program,..,Brantford,N3T1N3,..,…,,,Yes
Brier Park School,10 Blackfriar Lane,Brantford,N3R6C5,Grand Erie DSB,62006,,,Yes
Cedarland Public School,60 Ashgrove Ave,Brantford,N3R6E5,Grand Erie DSB,89966,Yes,,
Centennial Grand-Woodlands,41 Ellenson Dr,Brantford,N3R3E7,Grand Erie DSB,90077,Yes,,
Central Public School,135 George St,Brantford,N3T6B4,Grand Erie DSB,90816,Yes,,
Christ The King,165 Dufferin Ave,Brantford,N3T4R4,Brant Haldimand Norfolk CDSB,696900,Yes,,
Eagle Place After School Program  (NEW),..,Brantford,N3S2H7,..,…,,,Yes
Echo Place School,51 Woodman Dr,Brantford,N3S3R5,Grand Erie DSB,619396,,,Yes
Ecole Dufferin,106 Chestnut St,Brantford,N3T4C6,Grand Erie DSB,151130,Yes,,
Graham Bell,56 Grand St,Brantford,N3R4B2,Grand Erie DSB,226017,Yes,,
Grand Erie Learning Alternatives (GELA),365 Rawdon St,Brantford,N3S6J3,Grand Erie DSB,891304,Yes,,
Grandview Public School,68 North Park St,Brantford,N3R4J9,Grand Erie DSB,227056,Yes,,
Greenbrier Public School,33 White Oaks Ave,Brantford,N3R5N8,Grand Erie DSB,229393,,,Yes
Holy Cross School,358 Marlboro St,Brantford,N3S4V1,Brant Haldimand Norfolk CDSB,714453,Yes,,
Jean Vanier Catholic Elementary School,120 Ninth,Brantford,N3S1E7,Brant Haldimand Norfolk CDSB,750259,Yes,,
King George Public School,265 Rawdon St,Brantford,N3S6G7,Grand Erie DSB,295434,Yes,,
Major Ballachey Public School,105 Rawdon St,Brantford,N3S6C7,Grand Erie DSB,329100,Yes,,
New Beginnings Resource Centre,..,Brantford,N3S3Y6,..,…,Yes,,
North Park Collegiate,280 North Park St,Brantford,N3R4L1,Grand Erie DSB,930245,Yes,,
Northland Gardens Family Centre,..,Brantford,N3R5N9,..,…,Yes,,
Notre Dame Elementary School,238 Brantwood Park Rd,Brantford,N3P1N9,Brant Haldimand Norfolk CDSB,739200,Yes,,
Pauline Johnson Collegiate Grab & Go Breakfast,627 Colborne St E,Brantford,N3S3M8,Grand Erie DSB,934402,Yes,,
Prince Charles Public School,40 Morton Ave,Brantford,N3R2N5,Grand Erie DSB,452866,Yes,,
Princess Elizabeth Public School,60 Tecumseh St,Brantford,N3S2B5,Grand Erie DSB,456764,Yes,,
Section 23 - St. Leonard's Community Services,..,Brantford,N3T5P9,..,…,Yes,,
St. John's College,80 Paris Rd,Brantford,N3R1H9,Brant Haldimand Norfolk CDSB,751898,Yes,,
St. Mary Catholic Learning Centre,455 Colburne,Brantford,N3S3N8,Brant Haldimand Norfolk CDSB,706139,Yes,,
St. Patrick School,320 Fairview Dr,Brantford,N3R2X6,Brant Haldimand Norfolk CDSB,840530,,,Yes
St. Peter School,175 Glenwood Dr,Brantford,N3S3H1,Brant Haldimand Norfolk CDSB,844977,Yes,,
St. Pius X School,127 Wood St,Brantford,N3R2L4,Brant Haldimand Norfolk CDSB,846791,,,Yes
St. Theresa,12 Dalewood Ave RR 4,Brantford,N3T5L7,Brant Haldimand Norfolk CDSB,853038,Yes,,
Ste-Marguerite-Bourgeoys,60 Clench avenue,Brantford,N3T1B8,CSDC Centre-Sud,730211,,,Yes
Stepping Stones Resource Centre,..,Brantford,N3S2A7,..,…,Yes,,
Tollgate Technological Skills Centre,112 Tollgate Rd,Brantford,N3R4Z6,Grand Erie DSB,916412,Yes,,
Turning Point,..,Brantford,N3S3M8,..,…,Yes,,
Woodman-Cainsville School,51 Woodman Dr,Brantford,N3S4K3,Grand Erie DSB,619396,Yes,,
Brechin P.S.,3226 County Rd 47 RR 1,Brechin,L0K1B0,Simcoe County DSB,60445,Yes,,Yes
Foley Catholic School,2162 Concession Rd 4,Brechin,L0K1B0,Simcoe Muskoka CDSB,729663,Yes,,
Chemong Public School,1029 Gore Street,Bridgenorth,K0L1H0,Kawartha Pine Ridge DSB,105678,Yes,,
Brigden Public School,1540 Duncan St,Brigden,N0N1B0,Lambton Kent DSB,62081,Yes,,
Brighton Public School,24 Elizabeth St,Brighton,K0K1H0,Kawartha Pine Ridge DSB,62995,Yes,,Yes
East Northumberland Secondary School,71 Dundas St,Brighton,K0K1H0,Kawartha Pine Ridge DSB,906719,Yes,,
Smithfield Public School,241 Drewery St 3,Brighton,K0K1H0,Kawartha Pine Ridge DSB,62340,Yes,,Yes
Spring Valley Public School,212 County Rd 26 7,Brighton,K0K1H0,Kawartha Pine Ridge DSB,527661,Yes,,
Britt Public School,841 Riverside Dr,Britt,P0G1A0,Near North DSB,63568,Yes,,
Brockville CI,90 Pearl Street East,Brockville,K6V1P8,Upper Canada DSB,896578,Yes,,
Commonwealth PS,166 Pearl Street East,Brockville,K6V1R4,Upper Canada DSB,120324,,,Yes
"E Elem C Academie cath. Ange-Gabriel, pav. ele.",1515 Kensington prom.,Brockville,K6V6H9,CSDC du Centre-Est de l'Ontario,735632,Yes,,
J L Jordan Sep S,294 First Ave,Brockville,K6V3B7,CDSB of Eastern Ontario,691127,Yes,,
Lacademie Ange Gabriel 7-8,1515 Kensington prom.,Brockville,K6V6H9,CSDC du Centre-Est de l'Ontario,767978,Yes,,
Prince of Wales PS,210 Pearl Street West,Brockville,K6V4C8,Upper Canada DSB,455725,Yes,,
St Francis Xavier Sep S,74 Church St,Brockville,K6V3X6,CDSB of Eastern Ontario,792322,Yes,,
St John Bosco CES,12 Durham St,Brockville,K6V7A4,CDSB of Eastern Ontario,803022,Yes,,
St.Mary’s HS,40 Central Ave,Brockville,K6V4N5,CDSB of Eastern Ontario,824593,Yes,,
Thousand Islands SS,2510 Parkedale Avenue West,Brockville,K6V3H1,Upper Canada DSB,948314,Yes,,
TRL Brockville Found,..,Brockville,K6V4N5,..,…,Yes,,
Vanier PS,40 Vanier Drive,Brockville,K6V3J5,Upper Canada DSB,615129,Yes,,
Westminster PS,29 Central Avenue West,Brockville,K6V4N6,Upper Canada DSB,601977,Yes,,
YMCA Brockville,..,Brockville,K6V4N5,..,…,Yes,,
Arthur Henderson Public School,2 Henderson Lane,Bruce Mines,P0R1C0,Algoma DSB,67679,Yes,,
Huron Centennial School,39978 CENTENNIAL RD RR 1,BRUCEFIELD,N0M1J0,Avon Maitland DSB,273694,Yes,,
Buckhorn Public School,1800 Lakehurst Rd,Buckhorn,K0L2H0,Kawartha Pine Ridge DSB,246425,Yes,,
Blessed Sacrament School,185 King St W,Burford,N0E1A0,Brant Haldimand Norfolk CDSB,690015,,,Yes
Burford District Elementary School,35 Alexander St,Burford,N0E1A0,Grand Erie DSB,70254,,,Yes
M A Wittick,178 Yonge St,Burk's Falls,P0A1C0,Near North DSB,70530,Yes,,
Aldershot HS,50 Fairwood Pl W,Burlington,L7T1E5,Halton DSB,890987,Yes,,
Aldershot PS,50 Fairwood Place W,Burlington,L7T1E5,Halton DSB,6777,Yes,,
Alton Village,3290 Steeplechase Drive,Burlington,L7M0W1,Halton DSB,344051,Yes,,
Ascension ,5205 New St,Burlington,L7L1V3,Halton CDSB,687286,Yes,,
Assumption SS,3230 Woodward,Burlington,L7N3P1,Halton CDSB,688231,Yes,,
Brant Hills,2330 Duncaster Dr,Burlington,L7P4C3,Halton DSB,59501,Yes,,
Bruce T Lindley,2510 Cavendish Dr,Burlington,L7P4K5,Halton DSB,58360,Yes,,
Bruce T Lindley,2510 Cavendish Dr,Burlington,L7P4K5,Halton DSB,58360,Yes,,
Burl. Central HS,1433 Baldwin,Burlington,L7S1K4,Halton DSB,897353,Yes,,
Canadian Martyrs,3201 Lansdown Dr,Burlington,L7M1K1,Halton CDSB,693987,Yes,,
Central,638 Brant St,Burlington,L7R2H2,Halton DSB,94455,Yes,,
Central,638 Brant St,Burlington,L7R2H2,Halton DSB,94455,Yes,,
CH Norton,2120 Cleaver Ave,Burlington,L7M3P9,Halton DSB,411795,Yes,,
CH Norton,..,Burlington,L7M3P9,..,411975,Yes,,
Clarksdale,2399 Mountainside Dr,Burlington,L7P1C6,Halton DSB,111090,Yes,,
Clarksdale,2399 Mountainside Dr,Burlington,L7P1C6,Halton DSB,111090,Yes,,
Corpus Christi,5150 Upper Middle,Burlington,L7L0E5,Halton CDSB,761182,Yes,,
Dr. Charles Best,3110 Parkgate Cres,Burlington,L7M1C7,Halton DSB,147281,Yes,,
Dr. Charles Best,3110 Parkgate Cres,Burlington,L7M1C7,Halton DSB,147281,Yes,,
Dr. Frank Hayden,3040 Tim Dobie,Burlington,L7M0N6,Halton DSB,893675,Yes,,
Florence Meares,2102 Berwick Dr,Burlington,L7M4W6,Halton DSB,194263,Yes,,
Frontenac,5140 Pinedale Ave,Burlington,L7L3V4,Halton DSB,206474,Yes,,
Gary Allan - Alternative,..,Burlington,L7N1M8,..,…,Yes,,
Gary Allan - SRLP,..,Burlington,L7N1M8,..,…,Yes,,
Glenview,143 Townsend Ave,Burlington,L7T1Z1,Halton DSB,220426,Yes,,
Glenview,143 Townsend Ave,Burlington,L7T1Z1,Halton DSB,220426,Yes,,
Holy Rosary,261 Plains Rd E,Burlington,L7T2C7,Halton CDSB,718483,Yes,,
Holy Rosary,261 Plains Rd E,Burlington,L7T2C7,Halton CDSB,718483,Yes,,
John T Tuck,3365 Spruce Ave,Burlington,L7N1J7,Halton DSB,285161,Yes,,
Kings Road,660 Greenwood Dr,Burlington,L7T3P3,Halton DSB,299855,Yes,,
Lakeshore,2243 Lakeshore Rd,Burlington,L7R1B1,Halton DSB,304271,Yes,,
Lakeshore,2243 Lakeshore Rd,Burlington,L7R1B1,Halton DSB,304271,Yes,,
Lester B Pearson,1433 Headon,Burlington,L7M1V7,Halton DSB,922501,Yes,,
MM Robinson,2425 Upper Middle,Burlington,L7P3N9,Halton DSB,924393,Yes,,
Mohawk Gardens,5280 Spruce Ave,Burlington,L7L1N3,Halton DSB,368857,Yes,,
Mohawk Gardens,5280 Spruce Ave,Burlington,L7L1N3,Halton DSB,368857,Yes,,
Nelson,4181 New,Burlington,L7L1T3,Halton DSB,928160,Yes,Yes,Yes
Notre Dame,2333 Headon Forest,Burlington,L7M3X6,Halton CDSB,738271,Yes,,
Orchard Park,5151 Dryden Ave,Burlington,L7L7J3,Halton DSB,421472,Yes,,
Paul A Fisher,2175 Cavendish Dr,Burlington,L7P3J8,Halton DSB,70734,Yes,,
Paul A Fisher,2175 Cavendish Dr,Burlington,L7P3J8,Halton DSB,70734,Yes,Yes,
Pauline Johnson,4350 Longmoor Dr,Burlington,L7L1X7,Halton DSB,437565,Yes,Yes,
Pineland,5121 Meadowhill Rd,Burlington,L7L3K7,Halton DSB,445193,Yes,,
Pineland,5121 Meadowhill Rd,Burlington,L7L3K7,Halton DSB,445193,Yes,,
Robert Bateman,5151 New Burlington,Burlington,L7L1V3,Halton DSB,…,Yes,,
Rolling Meadows,1522 Mountain Grove Ave,Burlington,L7P2H5,Halton DSB,489395,Yes,,
Ryerson,565 Woodview Rd,Burlington,L7N2Z9,Halton DSB,495263,Yes,,
Ryerson,565 Woodview Rd,Burlington,L7N2Z9,Halton DSB,495263,Yes,,
Sacred Heart of Jesus,2222 Country Club,Burlington,L7M4S5,Halton CDSB,…,Yes,,
St Gabriel School,2227 Parkway Dr,Burlington,L7P1S9,Halton CDSB,793884,Yes,,
St Gabriel School,2227 Parkway Dr,Burlington,L7P1S9,Halton CDSB,793884,Yes,,
St John,653 Brant St,Burlington,L7R2H1,Halton CDSB,804410,Yes,,
St John,653 Brant St,Burlington,L7R2H1,Halton CDSB,804410,Yes,,
St Patrick,200 Kenwood Ave,Burlington,L7L4L8,Halton CDSB,839442,Yes,,
St Paul,530 Cumberland Ave,Burlington,L7N2X2,Halton CDSB,840912,Yes,,
St. Christopher,2400 Sutton,Burlington,L7L7A9,Halton CDSB,838178,Yes,,
St. Mark ES,2145 Upper Middle,Burlington,L7P4G1,Halton CDSB,823058,Yes,,
St. Rapheal ES,4056 New,Burlington,L7L1S9,Halton CDSB,848484,Yes,,
Tecumseh,3141 Woodward Ave,Burlington,L7N2M3,Halton DSB,550361,Yes,,
Tecumseh,3141 Woodward Ave,Burlington,L7N2M3,Halton DSB,550361,Yes,,
Tom Thomson,2171 Prospect St,Burlington,L7R1Z6,Halton DSB,557269,Yes,,
Tom Thomson,2171 Prospect St,Burlington,L7R1Z6,Halton DSB,557269,Yes,,
Woodview (Inside Rolling Meadows),1522 Mountain Grove Ave,Burlington,L7R3X5,Halton DSB,489395,Yes,,
St. Joseph's Sep S,12629 Lanark Rd,Calabogie,K0J1H0,Renfrew County CDSB,806382,Yes, ,Yes
Archbishop Romero - CEC - Caledon Day Treatment  (Basket),2495 Credit Valley Road,Caledon,L7C2C2,Dufferin-Peel CDSB,736228,Yes,,
Archbishop Romero - CEC - Caledon Day Treatment  (Lunch),2495 Credit Valley Road,Caledon,L7C2C2,Dufferin-Peel CDSB,736228,Yes,,
Caledon Central Public School ,18357 KENNEDY RD,Caledon,L7K1Y7,Peel DSB,74047,Yes,,
Mayfield Secondary School,5000 Mayfield Road,Caledon,L7C0Z5,Peel DSB,925349,Yes,,
Robt. F. Hall Catholic Secondary School,6500 Old Church Rd,Caledon,L7C0H3,Dufferin-Peel CDSB,753211,Yes,,
SouthFields Village Public School,110 LEARMONT AVE,Caledon,L7C3R1,Peel DSB,31851,Yes,,
Caledonia Centennial,110 Shetland Street,Caledonia,N3W2H1,Grand Erie DSB,75604,Yes,,
McKinnon Park S S,91 Haddington St,Caledonia,N3W2H2,Grand Erie DSB,898007,Yes,,
Oneida Central PS,661 4th Line,Caledonia,N3W2B2,Grand Erie DSB,417505,,,Yes
M T Davidson,249 Lansdowne St,Callander,P0H1H0,Near North DSB,76074,Yes,,
St. Theresa,1475 Main St N,Callander,P0H1H0,Nipissing-Parry Sound CDSB,754625,Yes,,
Mamawmatawa Holistic Education Center,..,Calstock,P0L1B0,..,…,Yes, , 
Alternative Program Z-Y,..,Cambridge,N1R3H3,..,…,Yes,,
Avenue Road Public School - Summer School,42 Gail St,Cambridge,N1R4M2,Waterloo Region DSB,28541,Yes,,
Choices for Youth - Cambridge,..,Cambridge,N1R3H3,..,…,Yes,,
Elgin Street Public School,685 Elgin St N,Cambridge,N1R7W6,Waterloo Region DSB,170682,Yes,,
Hillcrest Public School,31 Renwick Ave,Cambridge,N3C2T5,Waterloo Region DSB,257605,Yes,,
Holy Spirit Catholic School - Summer School,15 Gate House Dr,Cambridge,N1P1C7,Waterloo CDSB,720208,Yes,,
Silverheights Public School,390 Scott,Cambridge,N3C3Z7,Waterloo Region DSB,533718,,,Yes
Woodland Park,555 Ellis Rd W,Cambridge,N3C4K2,Waterloo Region DSB,618810,,,Yes
Ryerson Public School,749 Grand Valley Dr,Cambridge,N3H2S3,Waterloo Region DSB,495891,Yes,,
St. Peter Catholic School - Summer School,92 Avenue Rd,Cambridge,N1R1C1,Waterloo CDSB,845108,Yes,,
St. Peter Catholic School (Snack),92 Avenue Rd,Cambridge,N1R1C1,Waterloo CDSB,845108,Yes,,
U-Turn Diversions Cambridge,..,Cambridge,N1R3K1,..,…,Yes,,
Avenue Road Public School,42 Gail St,Cambridge ,N1R4M2,Waterloo Region DSB,28541,Yes,,
